hgnc_id,symbol,ensembl_gene_id,class,name,uniprot_ids,entrez_id,kinase_com_name
HGNC:6847,MAP2K7,ENSG00000076984,Light,mitogen-activated protein kinase kinase 7,O14733,5609,MAP2K7
HGNC:6848,MAP3K1,ENSG00000095015,Light,mitogen-activated protein kinase kinase kinase 1,Q13233,4214,MAP3K1
HGNC:6854,MAP3K2,ENSG00000169967,Light,mitogen-activated protein kinase kinase kinase 2,Q9Y2U5,10746,MAP3K2
HGNC:6855,MAP3K3,ENSG00000198909,Light,mitogen-activated protein kinase kinase kinase 3,Q99759,4215,MAP3K3
HGNC:6856,MAP3K4,ENSG00000085511,Light,mitogen-activated protein kinase kinase kinase 4,Q9Y6R4,4216,MAP3K4
HGNC:6857,MAP3K5,ENSG00000197442,Light,mitogen-activated protein kinase kinase kinase 5,Q99683,4217,MAP3K5
HGNC:6858,MAP3K6,ENSG00000142733,Light,mitogen-activated protein kinase kinase kinase 6,O95382,9064,MAP3K6
HGNC:6859,MAP3K7,ENSG00000135341,Light,mitogen-activated protein kinase kinase kinase 7,O43318,6885,TAK1
HGNC:6860,MAP3K8,ENSG00000107968,Light,mitogen-activated protein kinase kinase kinase 8,P41279,1326,COT
HGNC:6861,MAP3K9,ENSG00000006432,Light,mitogen-activated protein kinase kinase kinase 9,P80192,4293,MLK1
HGNC:6849,MAP3K10,ENSG00000130758,Dark,mitogen-activated protein kinase kinase kinase 10,Q02779,4294,MLK2
HGNC:6850,MAP3K11,ENSG00000173327,Light,mitogen-activated protein kinase kinase kinase 11,Q16584,4296,MLK3
HGNC:6851,MAP3K12,ENSG00000139625,Light,mitogen-activated protein kinase kinase kinase 12,Q12852,7786,DLK
HGNC:6852,MAP3K13,ENSG00000073803,Light,mitogen-activated protein kinase kinase kinase 13,O43283,9175,LZK
HGNC:6853,MAP3K14,ENSG00000006062,Dark,mitogen-activated protein kinase kinase kinase 14,Q99558,9020,NIK
HGNC:31689,MAP3K15,ENSG00000180815,Dark,mitogen-activated protein kinase kinase kinase 15,Q6ZN16,389840,MAP3K7
HGNC:26249,MAP3K19,ENSG00000176601,Light,mitogen-activated protein kinase kinase kinase 19,Q56UN5,80122,MAP3K8
HGNC:17797,MAP3K20,ENSG00000091436,Light,mitogen-activated protein kinase kinase kinase 20,Q9NYL2,51776,ZAK
HGNC:29798,MAP3K21,ENSG00000143674,Dark,mitogen-activated protein kinase kinase kinase 21,Q5TCX8,84451,MLK4
HGNC:6863,MAP4K1,ENSG00000104814,Light,mitogen-activated protein kinase kinase kinase kinase 1,Q92918,11184,HPK1
HGNC:6864,MAP4K2,ENSG00000168067,Light,mitogen-activated protein kinase kinase kinase kinase 2,Q12851,5871,GCK
HGNC:6865,MAP4K3,ENSG00000011566,Light,mitogen-activated protein kinase kinase kinase kinase 3,Q8IVH8,8491,KHS2
HGNC:6866,MAP4K4,ENSG00000071054,Light,mitogen-activated protein kinase kinase kinase kinase 4,O95819,9448,HGK
HGNC:6867,MAP4K5,ENSG00000012983,Light,mitogen-activated protein kinase kinase kinase kinase 5,Q9Y4K4,11183,KHS1
HGNC:6871,MAPK1,ENSG00000100030,Light,mitogen-activated protein kinase 1,P28482,5594,Erk2
HGNC:6877,MAPK3,ENSG00000102882,Light,mitogen-activated protein kinase 3,P27361,5595,Erk1
HGNC:6878,MAPK4,ENSG00000141639,Dark,mitogen-activated protein kinase 4,P31152,5596,Erk4
HGNC:6879,MAPK6,ENSG00000069956,Light,mitogen-activated protein kinase 6,Q16659,5597,Erk3
HGNC:6880,MAPK7,ENSG00000166484,Light,mitogen-activated protein kinase 7,Q13164,5598,Erk5
HGNC:6881,MAPK8,ENSG00000107643,Light,mitogen-activated protein kinase 8,P45983,5599,JNK1
HGNC:6886,MAPK9,ENSG00000050748,Light,mitogen-activated protein kinase 9,P45984,5601,JNK2
HGNC:6872,MAPK10,ENSG00000109339,Light,mitogen-activated protein kinase 10,P53779,5602,JNK3
HGNC:6873,MAPK11,ENSG00000185386,Light,mitogen-activated protein kinase 11,Q15759,5600,p38b
HGNC:6874,MAPK12,ENSG00000188130,Light,mitogen-activated protein kinase 12,P53778,6300,p38g
HGNC:6875,MAPK13,ENSG00000156711,Light,mitogen-activated protein kinase 13,O15264,5603,p38d
HGNC:6876,MAPK14,ENSG00000112062,Light,mitogen-activated protein kinase 14,Q16539,1432,p38a
HGNC:24667,MAPK15,ENSG00000181085,Dark,mitogen-activated protein kinase 15,Q8TD08,225689,Erk7
HGNC:6887,MAPKAPK2,ENSG00000162889,Light,mitogen-activated protein kinase-activated protein kinase 2,P49137,9261,MAPKAPK2
HGNC:6888,MAPKAPK3,ENSG00000114738,Light,mitogen-activated protein kinase-activated protein kinase 3,Q16644,7867,MAPKAPK3
HGNC:6889,MAPKAPK5,ENSG00000089022,Light,mitogen-activated protein kinase-activated protein kinase 5,Q8IW41,8550,MAPKAPK5
HGNC:6896,MARK1,ENSG00000116141,Dark,microtubule affinity regulating kinase 1,Q9P0L2,4139,MARK1
HGNC:3332,MARK2,ENSG00000072518,Light,microtubule affinity regulating kinase 2,Q7KZI7,2011,MARK2
HGNC:6897,MARK3,ENSG00000075413,Dark,microtubule affinity regulating kinase 3,P27448,4140,MARK3
HGNC:13538,MARK4,ENSG00000007047,Dark,microtubule affinity regulating kinase 4,Q96L34,57787,MARK4
HGNC:19034,MAST1,ENSG00000105613,Light,microtubule associated serine/threonine kinase 1,Q9Y2H9,22983,MAST1
HGNC:19035,MAST2,ENSG00000086015,Dark,microtubule associated serine/threonine kinase 2,Q6P0Q8,23139,MAST2
HGNC:19036,MAST3,ENSG00000099308,Dark,microtubule associated serine/threonine kinase 3,O60307,23031,MAST3
HGNC:19037,MAST4,ENSG00000069020,Dark,microtubule associated serine/threonine kinase family member 4,O15021,375449,MAST4
HGNC:19042,MASTL,ENSG00000120539,Light,microtubule associated serine/threonine kinase like,Q96GX5,84930,MASTL
HGNC:6906,MATK,ENSG00000007264,Light,megakaryocyte-associated tyrosine kinase,P42679,4145,CTK
HGNC:16870,MELK,ENSG00000165304,Light,maternal embryonic leucine zipper kinase,Q14680,9833,MELK
HGNC:7027,MERTK,ENSG00000153208,Light,"MER proto-oncogene, tyrosine kinase",Q12866,10461,MER
HGNC:7029,MET,ENSG00000105976,Light,"MET proto-oncogene, receptor tyrosine kinase",P08581,4233,MET
HGNC:17565,MINK1,ENSG00000141503,Light,misshapen like kinase 1,Q8N4C8,50488,MINK
HGNC:7110,MKNK1,ENSG00000079277,Dark,MAP kinase interacting serine/threonine kinase 1,Q9BUB5,8569,MNK1
HGNC:7111,MKNK2,ENSG00000099875,Dark,MAP kinase interacting serine/threonine kinase 2,Q9HBH9,2872,MNK2
HGNC:26617,MLKL,ENSG00000168404,Light,mixed lineage kinase domain like pseudokinase,Q8NB16,197259,MLKL
HGNC:9833,MOK,ENSG00000080823,Light,MOK protein kinase,Q9UQ07,5891,MOK
HGNC:7199,MOS,ENSG00000172680,Light,"MOS proto-oncogene, serine/threonine kinase",P00540,4342,MOS
HGNC:7381,MST1R,ENSG00000164078,Light,macrophage stimulating 1 receptor,Q04912,4486,RON
HGNC:3942,MTOR,ENSG00000198793,Light,mechanistic target of rapamycin kinase,P42345,2475,FRAP
HGNC:7525,MUSK,ENSG00000030304,Light,muscle associated receptor tyrosine kinase,O15146,4593,MUSK
HGNC:7590,MYLK,ENSG00000065534,Light,myosin light chain kinase,Q15746,4638,smMLCK
HGNC:16243,MYLK2,ENSG00000101306,Light,myosin light chain kinase 2,Q9H1R3,85366,skMLCK
HGNC:29826,MYLK3,ENSG00000140795,Light,myosin light chain kinase 3,Q32MK0,91807,caMLCK
HGNC:27972,MYLK4,ENSG00000145949,Light,myosin light chain kinase family member 4,Q86YV6,340156,SgK085
HGNC:7601,MYO3A,ENSG00000095777,Light,myosin IIIA,Q8NEV4,53904,MYO3A
HGNC:15576,MYO3B,ENSG00000071909,Light,myosin IIIB,Q8WXR4,140469,MYO3B
HGNC:7744,NEK1,ENSG00000137601,Dark,NIMA related kinase 1,Q96PY6,4750,NEK1
HGNC:7745,NEK2,ENSG00000117650,Light,NIMA related kinase 2,P51955,4751,NEK2
HGNC:7746,NEK3,ENSG00000136098,Dark,NIMA related kinase 3,P51956,4752,NEK3
HGNC:11399,NEK4,ENSG00000114904,Dark,NIMA related kinase 4,P51957,6787,NEK4
HGNC:7748,NEK5,ENSG00000197168,Dark,NIMA related kinase 5,Q6P3R8,341676,NEK5
HGNC:7749,NEK6,ENSG00000119408,Dark,NIMA related kinase 6,Q9HC98,10783,NEK6
HGNC:13386,NEK7,ENSG00000151414,Dark,NIMA related kinase 7,Q8TDX7,140609,NEK7
HGNC:13387,NEK8,ENSG00000160602,Dark,NIMA related kinase 8,Q86SG6,284086,NEK8
HGNC:18591,NEK9,ENSG00000119638,Dark,NIMA related kinase 9,Q8TD19,91754,NEK9
HGNC:18592,NEK10,ENSG00000163491,Dark,NIMA related kinase 10,Q6ZWH5,152110,NEK10
HGNC:18593,NEK11,ENSG00000114670,Dark,NIMA related kinase 11,Q8NG66,79858,NEK11
HGNC:28646,NIM1K,ENSG00000177453,Dark,NIM1 serine/threonine protein kinase,Q8IY84,167359,NIM1
HGNC:29858,NLK,ENSG00000087095,Light,nemo like kinase,Q9UBE8,51701,NLK
HGNC:7943,NPR1,ENSG00000169418,Light,natriuretic peptide receptor 1,P16066,4881,ANPa
HGNC:7944,NPR2,ENSG00000159899,Light,natriuretic peptide receptor 2,P20594,4882,ANPb
HGNC:7993,NRBP1,ENSG00000115216,Light,nuclear receptor binding protein 1,Q9UHY1,29959,NRBP1
HGNC:19339,NRBP2,ENSG00000185189,Dark,nuclear receptor binding protein 2,Q9NSY0,340371,NRBP2
HGNC:25391,NRK,ENSG00000123572,Dark,Nik related kinase,Q7Z2Y5,203447,NRK
HGNC:8031,NTRK1,ENSG00000198400,Light,neurotrophic receptor tyrosine kinase 1,P04629,4914,TRKA
HGNC:8032,NTRK2,ENSG00000148053,Light,neurotrophic receptor tyrosine kinase 2,Q16620,4915,TRKB
HGNC:8033,NTRK3,ENSG00000140538,Light,neurotrophic receptor tyrosine kinase 3,Q16288,4916,TRKC
HGNC:14311,NUAK1,ENSG00000074590,Light,NUAK family kinase 1,O60285,9891,NuaK1
HGNC:29558,NUAK2,ENSG00000163545,Dark,NUAK family kinase 2,Q9H093,81788,NuaK2
HGNC:15719,OBSCN,ENSG00000154358,Dark,"obscurin, cytoskeletal calmodulin and titin-interacting RhoGEF",Q5VST9,84033,Obscn
HGNC:8508,OXSR1,ENSG00000172939,Light,oxidative stress responsive 1,O95747,9943,OSR1
HGNC:8590,PAK1,ENSG00000149269,Light,p21 (RAC1) activated kinase 1,Q13153,5058,PAK1
HGNC:8591,PAK2,ENSG00000180370,Light,p21 (RAC1) activated kinase 2,Q13177,5062,PAK2
HGNC:8592,PAK3,ENSG00000077264,Dark,p21 (RAC1) activated kinase 3,O75914,5063,PAK3
HGNC:16059,PAK4,ENSG00000130669,Light,p21 (RAC1) activated kinase 4,O96013,10298,PAK4
HGNC:15916,PAK5,ENSG00000101349,Dark,p21 (RAC1) activated kinase 5,Q9P286,57144,PAK5
HGNC:16061,PAK6,ENSG00000137843,Dark,p21 (RAC1) activated kinase 6,Q9NQU5,56924,PAK6
HGNC:29991,PAN3,ENSG00000152520,Dark,PAN3 poly(A) specific ribonuclease subunit,Q58A45,255967,NA
HGNC:17270,PASK,ENSG00000115687,Light,PAS domain containing serine/threonine kinase,Q96RG2,23178,PASK
HGNC:18282,PBK,ENSG00000168078,Light,PDZ binding kinase,Q96KB5,55872,PBK
HGNC:8803,PDGFRA,ENSG00000134853,Light,platelet derived growth factor receptor alpha,P16234,5156,PDGFRa
HGNC:8804,PDGFRB,ENSG00000113721,Light,platelet derived growth factor receptor beta,P09619,5159,PDGFRb
HGNC:18981,PDIK1L,ENSG00000175087,Dark,PDLIM1 interacting kinase 1 like,Q8N165,149420,CLIK1L
HGNC:8809,PDK1,ENSG00000152256,Light,pyruvate dehydrogenase kinase 1,Q15118,5163,PDHK1
HGNC:8810,PDK2,ENSG00000005882,Light,pyruvate dehydrogenase kinase 2,Q15119,5164,PDHK2
HGNC:8811,PDK3,ENSG00000067992,Light,pyruvate dehydrogenase kinase 3,Q15120,5165,PDHK3
HGNC:8812,PDK4,ENSG00000004799,Light,pyruvate dehydrogenase kinase 4,Q16654,5166,PDHK4
HGNC:8816,PDPK1,ENSG00000140992,Light,3-phosphoinositide dependent protein kinase 1,O15530,5170,PDK1
HGNC:49897,PDPK2P,ENSG00000205918,Light,"3-phosphoinositide dependent protein kinase 2, pseudogene",Q6A1A2,653650,NA
HGNC:29431,PEAK1,ENSG00000173517,Light,pseudopodium enriched atypical kinase 1,Q9H792,79834,SgK269
HGNC:8930,PHKG1,ENSG00000164776,Dark,phosphorylase kinase catalytic subunit gamma 1,Q16816,5260,PHKg1
HGNC:8931,PHKG2,ENSG00000156873,Dark,phosphorylase kinase catalytic subunit gamma 2,P15735,5261,PHKg2
HGNC:30031,PI4K2A,ENSG00000155252,Light,phosphatidylinositol 4-kinase type 2 alpha,Q9BTU6,55361,NA
HGNC:18215,PI4K2B,ENSG00000038210,Light,phosphatidylinositol 4-kinase type 2 beta,Q8TCG2,55300,NA
HGNC:8983,PI4KA,ENSG00000241973,Dark,phosphatidylinositol 4-kinase alpha,P42356,5297,NA
HGNC:33577,PI4KAP2,ENSG00000183506,Light,phosphatidylinositol 4-kinase alpha pseudogene 2,A4QPH2,375133,NA
HGNC:8984,PI4KB,ENSG00000143393,Light,phosphatidylinositol 4-kinase beta,Q9UBF8,5298,NA
HGNC:8971,PIK3C2A,ENSG00000011405,Light,phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 alpha,O00443,5286,NA
HGNC:8972,PIK3C2B,ENSG00000133056,Dark,phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 beta,O00750,5287,NA
HGNC:8973,PIK3C2G,ENSG00000139144,Dark,phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 gamma,O75747,5288,NA
HGNC:8974,PIK3C3,ENSG00000078142,Light,phosphatidylinositol 3-kinase catalytic subunit type 3,Q8NEB9,5289,NA
HGNC:8975,PIK3CA,ENSG00000121879,Light,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha",P42336,5290,NA
HGNC:8976,PIK3CB,ENSG00000051382,Light,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta",P42338,5291,NA
HGNC:8977,PIK3CD,ENSG00000171608,Light,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta",O00329,5293,NA
HGNC:8978,PIK3CG,ENSG00000105851,Light,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit gamma",P48736,5294,NA
HGNC:8982,PIK3R4,ENSG00000196455,Light,phosphoinositide-3-kinase regulatory subunit 4,Q99570,30849,PIK3R4
HGNC:8986,PIM1,ENSG00000137193,Light,"Pim-1 proto-oncogene, serine/threonine kinase",P11309,5292,PIM1
HGNC:8987,PIM2,ENSG00000102096,Light,"Pim-2 proto-oncogene, serine/threonine kinase",Q9P1W9,11040,PIM2
HGNC:19310,PIM3,ENSG00000198355,Light,"Pim-3 proto-oncogene, serine/threonine kinase",Q86V86,415116,PIM3
HGNC:14581,PINK1,ENSG00000158828,Light,PTEN induced putative kinase 1,Q9BXM7,65018,PINK1
HGNC:23786,PIP4K2C,ENSG00000166908,Dark,phosphatidylinositol-5-phosphate 4-kinase type 2 gamma,Q8TBX8,79837,NA
HGNC:8994,PIP5K1A,ENSG00000143398,Dark,phosphatidylinositol-4-phosphate 5-kinase type 1 alpha,Q99755,8394,NA
HGNC:8995,PIP5K1B,ENSG00000107242,Dark,phosphatidylinositol-4-phosphate 5-kinase type 1 beta,O14986,8395,NA
HGNC:8996,PIP5K1C,ENSG00000186111,Dark,phosphatidylinositol-4-phosphate 5-kinase type 1 gamma,O60331,23396,NA
HGNC:25123,PKDCC,ENSG00000162878,Light,"protein kinase domain containing, cytoplasmic",Q504Y2,91461,SgK493
HGNC:29650,PKMYT1,ENSG00000127564,Dark,"protein kinase, membrane associated tyrosine/threonine 1",Q99640,9088,MYT1
HGNC:9405,PKN1,ENSG00000123143,Light,protein kinase N1,Q16512,5585,PKN1
HGNC:9406,PKN2,ENSG00000065243,Light,protein kinase N2,Q16513,5586,PKN2
HGNC:17999,PKN3,ENSG00000160447,Dark,protein kinase N3,Q6P5Z2,29941,PKN3
HGNC:9077,PLK1,ENSG00000166851,Light,polo like kinase 1,P53350,5347,PLK1
HGNC:19699,PLK2,ENSG00000145632,Light,polo like kinase 2,Q9NYY3,10769,PLK2
HGNC:2154,PLK3,ENSG00000173846,Light,polo like kinase 3,Q9H4B4,1263,PLK3
HGNC:11397,PLK4,ENSG00000142731,Light,polo like kinase 4,O00444,10733,PLK4
HGNC:13415,PNCK,ENSG00000130822,Dark,pregnancy up-regulated nonubiquitous CaM kinase,Q6P2M8,139728,CaMK1b
HGNC:26267,POMK,ENSG00000185900,Dark,protein-O-mannose kinase,Q9H5K3,84197,SgK196
HGNC:25438,PRAG1,ENSG00000275342,Dark,"PEAK1 related, kinase-activating pseudokinase 1",Q86YV5,157285,SgK223
HGNC:9376,PRKAA1,ENSG00000132356,Light,protein kinase AMP-activated catalytic subunit alpha 1,Q13131,5562,AMPKa1
HGNC:9377,PRKAA2,ENSG00000162409,Light,protein kinase AMP-activated catalytic subunit alpha 2,P54646,5563,AMPKa2
HGNC:9380,PRKACA,ENSG00000072062,Light,protein kinase cAMP-activated catalytic subunit alpha,P17612,5566,PKACa
HGNC:9381,PRKACB,ENSG00000142875,Dark,protein kinase cAMP-activated catalytic subunit beta,P22694,5567,PKACb
HGNC:9382,PRKACG,ENSG00000165059,Dark,protein kinase cAMP-activated catalytic subunit gamma,P22612,5568,PKACg
HGNC:9393,PRKCA,ENSG00000154229,Light,protein kinase C alpha,P17252,5578,PKCa
HGNC:9395,PRKCB,ENSG00000166501,Light,protein kinase C beta,P05771,5579,PKCb
HGNC:9399,PRKCD,ENSG00000163932,Light,protein kinase C delta,Q05655,5580,PKCd
HGNC:9401,PRKCE,ENSG00000171132,Light,protein kinase C epsilon,Q02156,5581,PKCe
HGNC:9402,PRKCG,ENSG00000126583,Light,protein kinase C gamma,P05129,5582,PKCg
HGNC:9403,PRKCH,ENSG00000027075,Light,protein kinase C eta,P24723,5583,PKCh
HGNC:9404,PRKCI,ENSG00000163558,Light,protein kinase C iota,P41743,5584,PKCi
HGNC:9410,PRKCQ,ENSG00000065675,Dark,protein kinase C theta,Q04759,5588,PKCt
HGNC:9412,PRKCZ,ENSG00000067606,Light,protein kinase C zeta,Q05513,5590,PKCz
HGNC:9407,PRKD1,ENSG00000184304,Light,protein kinase D1,Q15139,5587,PKD1
HGNC:17293,PRKD2,ENSG00000105287,Light,protein kinase D2,Q9BZL6,25865,PKD2
HGNC:9408,PRKD3,ENSG00000115825,Light,protein kinase D3,O94806,23683,PKD3
HGNC:9413,PRKDC,ENSG00000253729,Light,"protein kinase, DNA-activated, catalytic polypeptide",P78527,5591,DNAPK
HGNC:9414,PRKG1,ENSG00000185532,Light,"protein kinase, cGMP-dependent, type I",Q13976,5592,PKG1
HGNC:9416,PRKG2,ENSG00000138669,Light,"protein kinase, cGMP-dependent, type II",Q13237,5593,PKG2
HGNC:9441,PRKX,ENSG00000183943,Light,"protein kinase, X-linked",P51817,5613,PRKX
HGNC:9444,PRKY,ENSG00000099725,Light,"protein kinase, Y-linked, pseudogene",O43930,5616,PRKY
HGNC:17346,PRPF4B,ENSG00000112739,Dark,pre-mRNA processing factor 4B,Q13523,8899,PRP4
HGNC:9529,PSKH1,ENSG00000159792,Dark,protein serine kinase H1,P11801,5681,PSKH1
HGNC:18997,PSKH2,ENSG00000147613,Dark,protein serine kinase H2,Q96QS6,85481,PSKH2
HGNC:9611,PTK2,ENSG00000169398,Light,protein tyrosine kinase 2,Q05397,5747,FAK
HGNC:9612,PTK2B,ENSG00000120899,Light,protein tyrosine kinase 2 beta,Q14289,2185,PYK2
HGNC:9617,PTK6,ENSG00000101213,Light,protein tyrosine kinase 6,Q13882,5753,BRK
HGNC:9618,PTK7,ENSG00000112655,Light,protein tyrosine kinase 7 (inactive),Q13308,5754,CCK4
HGNC:23326,PXK,ENSG00000168297,Dark,PX domain containing serine/threonine kinase like,Q7Z7A4,54899,Slob
HGNC:9829,RAF1,ENSG00000132155,Light,"Raf-1 proto-oncogene, serine/threonine kinase",P04049,5894,RAF1
HGNC:9967,RET,ENSG00000165731,Light,ret proto-oncogene,P07949,5979,RET
HGNC:18656,RIOK1,ENSG00000124784,Dark,RIO kinase 1,Q9BRS2,83732,RIOK1
HGNC:18999,RIOK2,ENSG00000058729,Dark,RIO kinase 2,Q9BVS4,55781,RIOK2
HGNC:11451,RIOK3,ENSG00000101782,Dark,RIO kinase 3,O14730,8780,RIOK3
HGNC:10019,RIPK1,ENSG00000137275,Light,receptor interacting serine/threonine kinase 1,Q13546,8737,RIPK1
HGNC:10020,RIPK2,ENSG00000104312,Light,receptor interacting serine/threonine kinase 2,O43353,8767,RIPK2
HGNC:10021,RIPK3,ENSG00000129465,Light,receptor interacting serine/threonine kinase 3,Q9Y572,11035,RIPK3
HGNC:496,RIPK4,ENSG00000183421,Light,receptor interacting serine/threonine kinase 4,P57078,54101,ANKRD3
HGNC:10050,RNASEL,ENSG00000135828,Dark,ribonuclease L,Q05823,6041,RNAseL
HGNC:10251,ROCK1,ENSG00000067900,Light,Rho associated coiled-coil containing protein kinase 1,Q13464,6093,ROCK1
HGNC:10252,ROCK2,ENSG00000134318,Light,Rho associated coiled-coil containing protein kinase 2,O75116,9475,ROCK2
HGNC:10256,ROR1,ENSG00000185483,Light,receptor tyrosine kinase like orphan receptor 1,Q01973,4919,ROR1
HGNC:10257,ROR2,ENSG00000169071,Light,receptor tyrosine kinase like orphan receptor 2,Q01974,4920,ROR2
HGNC:10261,ROS1,ENSG00000047936,Light,"ROS proto-oncogene 1, receptor tyrosine kinase",P08922,6098,ROS
HGNC:10430,RPS6KA1,ENSG00000117676,Light,ribosomal protein S6 kinase A1,Q15418,6195,RSK3
HGNC:10431,RPS6KA2,ENSG00000071242,Light,ribosomal protein S6 kinase A2,Q15349,6196,RSK1
HGNC:10432,RPS6KA3,ENSG00000177189,Light,ribosomal protein S6 kinase A3,P51812,6197,RSK2
HGNC:10433,RPS6KA4,ENSG00000162302,Light,ribosomal protein S6 kinase A4,O75676,8986,MSK2
HGNC:10434,RPS6KA5,ENSG00000100784,Light,ribosomal protein S6 kinase A5,O75582,9252,MSK1
HGNC:10435,RPS6KA6,ENSG00000072133,Light,ribosomal protein S6 kinase A6,Q9UK32,27330,RSK4
HGNC:10436,RPS6KB1,ENSG00000108443,Light,ribosomal protein S6 kinase B1,P23443,6198,p70S6K
HGNC:10437,RPS6KB2,ENSG00000175634,Light,ribosomal protein S6 kinase B2,Q9UBS0,6199,p70S6Kb
HGNC:10439,RPS6KC1,ENSG00000136643,Dark,ribosomal protein S6 kinase C1,Q96S38,26750,RSKL1
HGNC:20222,RPS6KL1,ENSG00000198208,Dark,ribosomal protein S6 kinase like 1,Q9Y6S9,83694,RSKL2
HGNC:10481,RYK,ENSG00000163785,Light,receptor-like tyrosine kinase,P34925,6259,RYK
HGNC:17699,SBK1,ENSG00000188322,Dark,SH3 domain binding kinase 1,Q52WX2,388228,SBK
HGNC:34416,SBK2,ENSG00000187550,Dark,SH3 domain binding kinase family member 2,P0C263,646643,SgK069
HGNC:44121,SBK3,ENSG00000231274,Dark,SH3 domain binding kinase family member 3,P0C264,100130827,SgK110
HGNC:14372,SCYL1,ENSG00000142186,Dark,SCY1 like pseudokinase 1,Q96KG9,57410,SCYL1
HGNC:19286,SCYL2,ENSG00000136021,Dark,SCY1 like pseudokinase 2,Q6P3W7,55681,SCYL2
HGNC:19285,SCYL3,ENSG00000000457,Dark,SCY1 like pseudokinase 3,Q8IZE3,57147,SCYL3
HGNC:10810,SGK1,ENSG00000118515,Light,serum/glucocorticoid regulated kinase 1,O00141,6446,SGK1
HGNC:13900,SGK2,ENSG00000101049,Light,"SGK2, serine/threonine kinase 2",Q9HBY8,10110,SGK2
HGNC:10812,SGK3,ENSG00000104205,Light,serum/glucocorticoid regulated kinase family member 3,Q96BR1,23678,SGK3
HGNC:11142,SIK1,ENSG00000142178,Light,salt inducible kinase 1,P57059,150094,SIK
HGNC:52389,SIK1B,ENSG00000275993,Light,salt inducible kinase 1B (putative),,102724428,NA
HGNC:21680,SIK2,ENSG00000170145,Light,salt inducible kinase 2,Q9H0K1,23235,QIK
HGNC:29165,SIK3,ENSG00000160584,Light,SIK family kinase 3,Q9Y2K2,23387,QSK
HGNC:11088,SLK,ENSG00000065613,Light,STE20 like kinase,Q9H2G2,9748,SLK
HGNC:30045,SMG1,ENSG00000157106,Light,"SMG1, nonsense mediated mRNA decay associated PI3K related kinase",Q96Q15,23049,SMG1
HGNC:30598,SNRK,ENSG00000163788,Light,SNF related kinase,Q9NRH2,54861,SNRK
HGNC:16901,SPEG,ENSG00000072195,Light,SPEG complex locus,Q15772,10290,SPEG
HGNC:11283,SRC,ENSG00000197122,Light,"SRC proto-oncogene, non-receptor tyrosine kinase",P12931,6714,SRC
HGNC:11298,SRMS,ENSG00000125508,Light,src-related kinase lacking C-terminal regulatory tyrosine and N-terminal myristylation sites,Q9H3Y6,6725,SRM
HGNC:11305,SRPK1,ENSG00000096063,Light,SRSF protein kinase 1,Q96SB4,6732,SRPK1
HGNC:11306,SRPK2,ENSG00000135250,Light,SRSF protein kinase 2,P78362,6733,SRPK2
HGNC:11402,SRPK3,ENSG00000184343,Dark,SRSF protein kinase 3,Q9UPE1,26576,MSSK1
HGNC:11406,STK3,ENSG00000104375,Dark,serine/threonine kinase 3,Q13188,6788,MST2
HGNC:11408,STK4,ENSG00000101109,Light,serine/threonine kinase 4,Q13043,6789,MST1
HGNC:11388,STK10,ENSG00000072786,Light,serine/threonine kinase 10,O94804,6793,LOK
HGNC:11389,STK11,ENSG00000118046,Light,serine/threonine kinase 11,Q15831,6794,LKB1
HGNC:11394,STK16,ENSG00000115661,Light,serine/threonine kinase 16,O75716,8576,MPSK1
HGNC:11395,STK17A,ENSG00000164543,Dark,serine/threonine kinase 17a,Q9UEE5,9263,DRAK1
HGNC:11396,STK17B,ENSG00000081320,Dark,serine/threonine kinase 17b,O94768,9262,DRAK2
HGNC:11398,STK19,ENSG00000204344,Dark,serine/threonine kinase 19,P49842,8859,G11
HGNC:11403,STK24,ENSG00000102572,Light,serine/threonine kinase 24,Q9Y6E0,8428,MST3
HGNC:11404,STK25,ENSG00000115694,Light,serine/threonine kinase 25,O00506,10494,YSK1
HGNC:18174,STK26,ENSG00000134602,Light,serine/threonine kinase 26,Q9P289,51765,MST4
HGNC:11407,STK31,ENSG00000196335,Dark,serine/threonine kinase 31,Q9BXU1,56164,SgK396
HGNC:28317,STK32A,ENSG00000169302,Dark,serine/threonine kinase 32A,Q8WU08,202374,YANK1
HGNC:14217,STK32B,ENSG00000152953,Dark,serine/threonine kinase 32B,Q9NY57,55351,YANK2
HGNC:21332,STK32C,ENSG00000165752,Dark,serine/threonine kinase 32C,Q86UX6,282974,YANK3
HGNC:14568,STK33,ENSG00000130413,Dark,serine/threonine kinase 33,Q9BYT3,65975,STK33
HGNC:16254,STK35,ENSG00000125834,Light,serine/threonine kinase 35,Q8TDR2,140901,CLIK1
HGNC:17209,STK36,ENSG00000163482,Dark,serine/threonine kinase 36,Q9NRP7,27148,Fused
HGNC:17847,STK38,ENSG00000112079,Light,serine/threonine kinase 38,Q15208,11329,NDR1
